HIGH POINT NC,2628 S MAIN ST,HIGH POINT,NC,27263,35.927292463188415,-79.98674057898552
DURHAM (N) NC,1525 GLENN SCHOOL RD,DURHAM,NC,27704,36.027109315927056,-78.84068136814588
PITTSBURG CA,2203 LOVERIDGE RD,PITTSBURG,CA,94565,38.0091442,-121.8686026
CASPER WY,4400 E 2ND ST,CASPER,WY,82609,42.8514238,-106.2668331
HENRIETTA NY,1200 MARKETPLACE DR,ROCHESTER,NY,14623,43.0802753,-77.6226916
"BREWTON, AL",2578 DOUGLAS AVE,BREWTON,AL,36426,31.146690559228965,-87.06743648025702
WILKES-BARRE PA,2150 WILKES BARRE TWNSP MKTPL,WILKES BARRE,PA,18702,41.2305,-75.7574
THE VILLAGE (OKC-N) OK,2000 W MEMORIAL RD,OKLAHOMA CITY,OK,73134,35.6050731,-97.5467598
"DILWORTH, MN",415 34TH ST N,DILWORTH,MN,56529,46.8818643,-96.7230693
SANDUSKY OH,5500 MILAN RD STE 200,SANDUSKY,OH,44870,41.4078477,-82.6617003
YREKA CA,1906 FORT JONES RD,YREKA,CA,96097,41.69966824576869,-122.6473894839134
ALEXANDRIA MN,4611 STATE HIGHWAY 29 S,ALEXANDRIA,MN,56308,45.94018859328917,-95.3124
WAUKESHA WI,2000 S WEST AVE,WAUKESHA,WI,53189,42.9804329,-88.237851
MINOT ND,3900 S BROADWAY,MINOT,ND,58701,48.19469074074074,-101.2959
OMAHA (NW) NE,6304 N 99TH ST,OMAHA,NE,68134,41.2806158,-96.0695466
STATE COLLEGE PA,1665 N ATHERTON ST,STATE COLLEGE,PA,16803,40.8100731,-77.8974718
CHARLOTTE MI,1680 PACKARD HWY,CHARLOTTE,MI,48813,42.581847056411476,-84.80321976046439
FOND DU LAC WI,377 N ROLLING MEADOWS DR,FOND DU LAC,WI,54937,43.7877506,-88.4846362
LEWISBURG PA,120 AJK BLVD,LEWISBURG,PA,17837,40.975,-76.9451
DECATUR IND,1700 S 13TH ST,DECATUR,IN,46733,40.8152,-84.9374
JAMESTOWN ND,921 25TH ST SW,JAMESTOWN,ND,58401,46.88181370468816,-98.72154017622678
"AMERICAN CANYON, CA",7011 MAIN ST,AMERICAN CANYON,CA,94503,38.182949,-122.252653
"DUBLIN, VA",5225 ALEXANDER RD,DUBLIN,VA,24084,37.08583946423133,-80.69777892846265
WESTON WV,110 BERLIN RD,WESTON,WV,26452,39.02441666338908,-80.41398333661091
BAXTER MN,7295 GLORY RD,BAXTER,MN,56425,46.3443317,-94.2489795
CRAWFORDSVILLE IN,1835 S US HIGHWAY 231,CRAWFORDSVILLE,IN,47933,39.9044,-86.9918
MEADVILLE PA,16086 CONNEAUT LAKE RD,MEADVILLE,PA,16335,41.6221147,-80.2138902
FARIBAULT MN,150 WESTERN AVE NW,FARIBAULT,MN,55021,44.293712121212124,-93.3029
THOMSON GA,2205 HARRISON RD SE,THOMSON,GA,30824,33.4843,-82.5051
BRIGHTON CO,60 W BROMLEY LN,BRIGHTON,CO,80601,39.9721,-104.82420833333333
PALMDALE CA,40130 10TH ST W,PALMDALE,CA,93551,34.63756,-118.1502711
KINSTON NC,4101 W VERNON AVE,KINSTON,NC,28504,35.2671,-77.628
STATESVILLE NC,1116 CROSSROADS DR,STATESVILLE,NC,28625,35.811084,-80.8692736
"WAYNESVILLE, NC",135 TOWN CENTER LOOP,WAYNESVILLE,NC,28786,35.4665094,-83.0093911
WILSON NC,2500 FOREST HILLS RD W,WILSON,NC,27893,35.7487,-77.9512
MUNCIE IN,4801 W CLARA LN,MUNCIE,IN,47304,40.21825512291031,-85.4417
GURNEE IL,6590 GRAND AVE,GURNEE,IL,60031,42.4148266,-88.0958214
"EAU CLAIRE, WI",3915 GATEWAY DR,EAU CLAIRE,WI,54701,44.77566164342919,-91.43171256881595
WYOMISSING (READING) PA,1135 BERKSHIRE BLVD,WYOMISSING,PA,19610,40.3416907,-75.980138
"PAPILLION, NE",8525 S 71ST PLZ,PAPILLION,NE,68133,41.174454,-96.0203302
CANANDAIGUA NY,4238 RECREATION DR,CANANDAIGUA,NY,14424,42.8761488,-77.2398919
HAGERSTOWN MD,17850 GARLAND GROH BLVD,HAGERSTOWN,MD,21740,39.6575923,-77.7485973
TELL CITY IN,730 US HIGHWAY 66 E,TELL CITY,IN,47586,38.0391,-86.702
"NEW HARTFORD, NY",4765 COMMERCIAL DR,NEW HARTFORD,NY,13413,43.0835581,-75.3240175
ONALASKA WI,3107 MARKET PL,ONALASKA,WI,54650,43.8797949,-91.1836605
MOUNT PROSPECT IL,930 MOUNT PROSPECT PLZ,MOUNT PROSPECT,IL,60056,42.0683607,-87.9191747
EVERETT PA,72 BEDFORD SQ,EVERETT,PA,15537,40.01880530143797,-78.46328814415044
PIERRE SD,1730 N GARFIELD AVE,PIERRE,SD,57501,44.381130475758226,-100.3148055783548
"TAYLORSVILLE, UT",5469 S REDWOOD RD,TAYLORSVILLE,UT,84123,40.6508953,-111.9367773
VIRGINIA BEACH VA,657 PHOENIX DR,VIRGINIA BEACH,VA,23452,36.8235516,-76.071522
AURORA (S) CO,5650 S CHAMBERS RD,AURORA,CO,80015,39.613964,-104.8114856
DECATUR IL,4224 N PROSPECT ST,DECATUR,IL,62526,39.89921551724138,-88.954
MARION NC,2875 SUGAR HILL RD,MARION,NC,28752,35.64830267830631,-82.0339722676446
DEVILS LAKE ND,1424 HWY 2 E,DEVILS LAKE,ND,58301,48.3399,-98.8221
HOOKSETT NH,3 COMMERCE DR,HOOKSETT,NH,03106,43.0393905,-71.4759807
LAYTON UT,745 W HILL FIELD RD,LAYTON,UT,84041,41.0688342,-111.9794116
POWAY CA,13425 COMMUNITY ROAD,POWAY,CA,92064,32.9346914,-117.0519235
MELBOURNE (N) FL,1000 NORTH WICKHAM R,MELBOURNE,FL,32935,28.1455,-80.65
MARTINSBURG WV,800 FOXCROFT AVE,MARTINSBURG,WV,25401,39.457817659971724,-77.98762353199434
VACAVILLE CA,1501 HELEN POWER DR,VACAVILLE,CA,95687,38.3623909,-121.9597029
"EAST LIVERPOOL, OH",16280 DRESDEN AVE,EAST LIVERPOOL,OH,43920,40.656421525686184,-80.587
RIVERDALE UT,4848 S 900 W,RIVERDALE,UT,84405,41.1918,-112.0013
ANGOLA IN,2016 N WAYNE ST,ANGOLA,IN,46703,41.6496,-85.0066
IRONDALE AL,1600 MONTCLAIR RD,BIRMINGHAM,AL,35210,33.5249544117647,-86.72326764705882
FAIRMONT WV,32 TYGART MALL LOOP,FAIRMONT,WV,26554,39.4654,-80.1098
EASTON MD,8155 ELLIOTT RD,EASTON,MD,21601,38.7764,-76.0565
FINDLAY OH,2500 TIFFIN AVE,FINDLAY,OH,45840,41.0569464,-83.5945846
SNELLVILLE GA,1550 SCENIC HWY N,SNELLVILLE,GA,30078,33.88738384894316,-84.0094760431591
IOWA CITY IA,919 HIGHWAY 1 W,IOWA CITY,IA,52246,41.64425,-91.5519791
MARSHALL MN,1221 E MAIN ST,MARSHALL,MN,56258,44.4367,-95.7741
"DES MOINES, IA",5101 SE 14TH ST,DES MOINES,IA,50320,41.5369041,-93.5936802
BERLIN WI,861 COUNTY ROAD F,BERLIN,WI,54923,43.9978,-88.9668
ANDERSON IN,2321 CHARLES ST,ANDERSON,IN,46013,40.0650597,-85.6499007
TAPPAHANNOCK VA,1660 TAPPAHANNOCK BLVD,TAPPAHANNOCK,VA,22560,37.9041894,-76.8635091
OWOSSO MI,1621 E M 21,OWOSSO,MI,48867,42.99800913494199,-84.14063607855441
CHAMPAIGN IL,2610 N PROSPECT AVE,CHAMPAIGN,IL,61822,40.14791136363637,-88.258
WHEELING IL,1455 E LAKE COOK RD,WHEELING,IL,60090,42.1536008,-87.9534817
HUTCHINSON MN,1300 HIGHWAY 15 S,HUTCHINSON,MN,55350,44.878,-94.388
WASHINGTON PA,30 TRINITY POINT DR,WASHINGTON,PA,15301,40.1535,-80.2535
FREEPORT IL,2545 IL ROUTE 26 S,FREEPORT,IL,61032,42.318,-89.6367
"TURNERSVILLE, NJ",3501 ROUTE 42,TURNERSVILLE,NJ,08012,39.8203,-75.0748
PENFIELD NY,1990 BRANDT POINT DRIVE,WEBSTER,NY,14580,43.1937,-77.4955
RICHMOND IN,3601 E MAIN ST,RICHMOND,IN,47374,39.831,-84.85308333333333
TEMPE AZ,1380 W ELLIOT RD,TEMPE,AZ,85284,33.3505254,-111.9612771
"CHARLESTON (WEST), SC",3951 W ASHLEY CIR,CHARLESTON,SC,29414,32.8245,-80.0819
SOMERSWORTH NH,59 WALTONS WAY,SOMERSWORTH,NH,03878,43.234522,-70.878685
BAY CITY MI,3921 WILDER RD,BAY CITY,MI,48706,43.6239,-83.9010918918919
DERRY NH,11 ASHLEIGH DRIVE,DERRY,NH,03038,42.8988012,-71.3283236
HOWELL MI,3850 E GRAND RIVER AVE,HOWELL,MI,48843,42.6305317483416,-83.99068771624174
ROHNERT PARK CA,4625 REDWOOD DR,ROHNERT PARK,CA,94928,38.3669647,-122.7159983
FONTANA CA,17251 FOOTHILL BLVD,FONTANA,CA,92335,34.1056558,-117.4287875
HERMANTOWN MN,4740 MALL DR,HERMANTOWN,MN,55811,46.8124768,-92.173869
NEW CASTLE IN,3167 S STATE ROAD 3,NEW CASTLE,IN,47362,39.90196219512195,-85.3855
FOLSOM CA,1018 RILEY ST,FOLSOM,CA,95630,38.6691189,-121.1670539
SEABROOK NH,700 LAFAYETTE ROAD UNIT #1,SEABROOK,NH,03874,42.8958,-70.8708
BLUEFIELD VA,4001 COLLEGE AVE,BLUEFIELD,VA,24605,37.2423,-81.2483
"DES MOINES (W), IA",1001 73RD ST,DES MOINES,IA,50324,41.5971461,-93.7140155
SOMERSET PA,2028 N CENTER AVE,SOMERSET,PA,15501,40.0517,-79.0749
MARIETTA GA,3100 JOHNSON FERRY RD,MARIETTA,GA,30062,34.0257,-84.4243
OREM UT,1355 SANDHILL RD,OREM,UT,84058,40.27155392383161,-111.7116
DU BOIS PA,20 INDUSTRIAL DR,DU BOIS,PA,15801,41.1314,-78.7361
"EVANS CTY(CRANBERRY), PA",20245 ROUTE 19,CRANBERRY TOWNSHIP,PA,16066,40.6875625,-80.1048373
STURGIS MI,1500 S CENTERVILLE RD,STURGIS,MI,49091,41.785,-85.4283
KLAMATH FALLS OR,3600 WASHBURN WAY,KLAMATH FALLS,OR,97603,42.19322884615384,-121.7571
SANFORD NC,3310 NC HIGHWAY 87 S,SANFORD,NC,27332,35.443581578947374,-79.12796052631579
"LEBANON, OR",3290 S SANTIAM HWY,LEBANON,OR,97355,44.518626530612245,-122.9007857142857
WATERTOWN WI,1901 MARKET WAY,WATERTOWN,WI,53094,43.1639,-88.7324
READING PA,5900 PERKIOMEN AVE,READING,PA,19606,40.2962128,-75.84068
CODY WY,321 YELLOWSTONE AVE,CODY,WY,82414,44.5165,-109.0888
"CORTLAND, NY",819 BENNIE RD,CORTLAND,NY,13045,42.5689814,-76.2180778
VIENNA WV,701 GRAND CENTRAL AVE,VIENNA,WV,26105,39.305582382950035,-81.55106266784581
SALEM OR,3025 LANCASTER DR NE,SALEM,OR,97305,44.96453846153846,-122.9835
HUDSON NH,254 LOWELL RD,HUDSON,NH,03051,42.72572571843588,-71.42389543106154
EAGAN MN,1360 TOWN CENTRE DR,EAGAN,MN,55123,44.8284802,-93.1624157
LODI CA,1601 S LOWER SACRAMENTO RD,LODI,CA,95242,38.1080178,-121.3112704
"MONROE, MI",2150 N TELEGRAPH RD,MONROE,MI,48162,41.95151923076923,-83.39885865384615
FREMONT MI,7083 W 48TH ST,FREMONT,MI,49412,43.4674,-85.97625555555555
ST MARYS PA,1102 MILLION DOLLAR HWY,SAINT MARYS,PA,15857,41.39120845130678,-78.55784936392408
WOODBURN OR,3002 STACEY ALLISON WAY,WOODBURN,OR,97071,45.1342,-122.8265
BLOOMSBURG PA,100 LUNGER DR,BLOOMSBURG,PA,17815,41.0157,-76.4769
AMHERST NH,85 STATE ROUTE 101A,AMHERST,NH,03031,42.8118,-71.5806
THOMASTON ME,55 THOMASTON COMMONS WAY,THOMASTON,ME,04861,44.1077,-69.1714
CARO MI,1121 E CARO RD,CARO,MI,48723,43.4978,-83.3847
PORTAGE WI,2950 NEW PINERY RD,PORTAGE,WI,53901,43.57030530973451,-89.4695
GARLAND TX,1801 MARKETPLACE DR,GARLAND,TX,75041,32.8623172,-96.6520817
ARLINGTON TX,4801 S COOPER ST,ARLINGTON,TX,76017,32.6663,-97.1341
"TOPEKA, KS (HYPERMART)",1501 SW WANAMAKER RD,TOPEKA,KS,66604,39.0394036,-95.7648294
SAN ANTONIO NACOGDOCHES &,4331 THOUSAND OAKS DRIVE,SAN ANTONIO,TX,78217,29.4384074,-98.7049789
FORT WAYNE IN,1710 APPLE GLEN BLVD,FORT WAYNE,IN,46804,41.073434082556176,-85.19424876015628
"JOHNSTOWN, NY",329 S KINGSBORO AVE EXT,GLOVERSVILLE,NY,12078,43.1344,-74.3396
JONESVILLE MI,701 OLDS ST,JONESVILLE,MI,49250,41.968272340720404,-84.67100977715795
FISHKILL NY,26 W MERRITT BLVD,FISHKILL,NY,12524,41.5307565,-73.8972147
WOOSTER OH,3883 BURBANK RD,WOOSTER,OH,44691,40.8475512,-81.9423901
ELGIN IL,1100 S RANDALL RD,ELGIN,IL,60123,42.0033921,-88.3397163
FRESNO CA,3680 W SHAW AVE,FRESNO,CA,93711,36.8098588,-119.8604335
KNIGHTDALE NC,7106 KNIGHTDALE BLVD,KNIGHTDALE,NC,27545,35.7965127,-78.4911082
HERMISTON OR,1350 N 1ST ST,HERMISTON,OR,97838,45.85339347826087,-119.2901
MENOMONIE WI,180 CEDAR FALLS RD,MENOMONIE,WI,54751,44.91151338860362,-91.93233348353482
KITTANNING PA,1 HILLTOP PLZ,KITTANNING,PA,16201,40.8118,-79.544
CHARLOTTE NC,9101 ALBEMARLE RD,CHARLOTTE,NC,28227,35.2134877,-80.6889974
HANOVER PA,495 EISENHOWER DR,HANOVER,PA,17331,39.8239,-76.99542859418933
"YPSILANTI, MI",2515 ELLSWORTH RD,YPSILANTI,MI,48197,42.2285624,-83.6503902
VISALIA CA,1819 E NOBLE AVE,VISALIA,CA,93292,36.325896651802395,-119.2726887716653
"PLOVER, WI",250 CROSSROADS DR,PLOVER,WI,54467,44.4925755,-89.5097727
AUBURN NY,297 GRANT AVE,AUBURN,NY,13021,42.955265489499595,-76.5438172552502
LIVERPOOL NY,8770 DELL CENTER DRIVE,LIVERPOOL,NY,13090,43.188818,-76.2423746
FREDERICKSBURG VA,1800 CARL D SILVER PKWY,FREDERICKSBURG,VA,22401,38.306488,-77.513831
"VESTAL, NY",2405 VESTAL PKWY E,VESTAL,NY,13850,42.0942,-76.01418949612311
ADRIAN MI,1601 E US HIGHWAY 223,ADRIAN,MI,49221,41.8749,-84.04222
HUMBLE TX,9451 FM 1960 BYPASS,HUMBLE,TX,77338,30.0057512,-95.2828889
LAS VEGAS NV,3041 N RAINBOW BLVD,LAS VEGAS,NV,89108,36.2119212,-115.2453457
LORAIN OH,4380 LEAVITT RD,LORAIN,OH,44053,41.4110894,-82.2536244
"CHESAPEAKE, VA",1521 SAMS CIR,CHESAPEAKE,VA,23320,36.7720122,-76.2509389
GREENSBORO NC,4424 W WENDOVER AVE,GREENSBORO,NC,27407,36.05577266744709,-79.89881997658732
TOMS RIVER NJ,950 ROUTE 37 W,TOMS RIVER,NJ,08755,40.0085,-74.2218
"COOPER CITY (DAVIE), FL",4700 S FLAMINGO RD,COOPER CITY,FL,33330,26.0613559,-80.3118744
DOUGLAS AZ,199 W 5TH ST,DOUGLAS,AZ,85607,31.3395,-109.5589
OCALA FL,4980 E SILVER SPRINGS BLVD,OCALA,FL,34470,29.2106289,-82.064285
"GLEN ELLYN, IL",3S100 ROUTE 53,GLEN ELLYN,IL,60137,41.8652,-88.0615
WINSTON-SALEM NC,320 E HANES MILL RD,WINSTON SALEM,NC,27105,36.18897390636897,-80.27187257830364
"CHAMBERSBURG, PA",1730 LINCON WAY E,CHAMBERSBURG,PA,17202,39.8751,-77.6091
"NORTH LAUDERDALE, FL",7900 W MCNAB RD,NORTH LAUDERDALE,FL,33068,26.206114,-80.2303557
HEMET CA,1231 S SANDERSON AVE,HEMET,CA,92545,33.7263554,-117.0097567
"HATILLO, PR",PLAZA DEL MAR SHOPPING CENTER,HATILLO,PR,00659,18.4072,-66.809
"EDEN PRAIRIE, MN",12195 SINGLETREE LN,EDEN PRAIRIE,MN,55344,44.8562623,-93.4325157
"BANGOR, ME",900 STILLWATER AVE,BANGOR,ME,04401,44.8404392,-68.7493035
MENTOR (CLEVELAND) OH,9303 MENTOR AVE,MENTOR,OH,44060,41.6784328,-81.3067194
"MONTEVIDEO, MN",3001 E HIGHWAY 7,MONTEVIDEO,MN,56265,44.9491,-95.5337
"ELKTON, MD",1000 E PULASKI HWY,ELKTON,MD,21921,39.6031891,-75.7928892
"OAK PARK HEIGHTS, MN",5815 NORELL AVE N,OAK PARK HEIGHTS,MN,55082,45.1335449,-92.8440054
"RIALTO, CA",1366 S RIVERSIDE AVE,RIALTO,CA,92376,34.07632,-117.3705
"EASTLAKE, OH",33752 VINE ST,EASTLAKE,OH,44095,41.6423828,-81.4472179
"BROOKLYN PARK, MN",8000 LAKELAND AVE N,BROOKLYN PARK,MN,55445,45.1004938,-93.3859064
"WESTMINSTER, MD",280 WOODWARD RD,WESTMINSTER,MD,21157,39.58480402854816,-76.98542118583569
"AUBURN, ME",100 MOUNT AUBURN AVE,AUBURN,ME,04210,44.1204727852768,-70.2362927841491
"MARLTON, NJ",150 E ROUTE 70,MARLTON,NJ,08053,39.91401058696354,-75.00977396033159
"HELENA, MT",2750 PROSPECT AVE,HELENA,MT,59601,46.5935531,-111.9908655
"PROVIDENCE/CRANSTON, RI",1776 PLAINFIELD PIKE,CRANSTON,RI,02921,41.7880805,-71.4985099
"GLEN BURNIE, MD",407 GEORGE CLAUS BLVD,SEVERN,MD,21144,39.1209,-76.6773
"HOOD RIVER, OR",2700 WASCO ST,HOOD RIVER,OR,97031,45.71126876102448,-121.53847599878031
"REXBURG, ID",1450 NORTH 2ND EAST,REXBURG,ID,83440,43.85503957345972,-111.7779
"BARSTOW, CA",301 MONTARA RD,BARSTOW,CA,92311,34.9067416,-116.9954902
"MONACA, PA",3942 BRODHEAD ROAD,MONACA,PA,15061,40.5561403,-80.251142
"DICKSON CITY, PA",900 COMMERCE BLVD,DICKSON CITY,PA,18519,41.6417661,-75.4628862
"BUTLER, PA",400 BUTLER CMNS,BUTLER,PA,16001,40.87547448979592,-79.94352040816327
"MECHANICSBURG, PA",6520 CARLISLE PIKE STE 550,MECHANICSBURG,PA,17050,40.0473679,-77.1538023
"MONTOURSVILLE, PA",1015 N LOYALSOCK AVE,MONTOURSVILLE,PA,17754,41.260942967549724,-76.9157927743377
"NORTH LOGAN, UT",1550 N MAIN ST,NORTH LOGAN,UT,84341,41.7602683,-111.8304618
"MEDINA, OH",4141 PEARL RD,MEDINA,OH,44256,41.1618808,-81.8598947
COLORADO SPRINGS (N) CO,8250 RAZORBACK RD,COLORADO SPRINGS,CO,80920,38.9495,-104.804
"ST CHARLES, IL",150 SMITH RD,SAINT CHARLES,IL,60174,41.92984454928976,-88.25068088735799
"RIVERSIDE (E), CA",6250 VALLEY SPRINGS PKWY,RIVERSIDE,CA,92507,33.9387309,-117.2860123
"BURLEY, ID",385 N OVERLAND AVE,BURLEY,ID,83318,42.54894230769231,-113.7935
"BUTTE, MT",3901 HARRISON AVE,BUTTE,MT,59701,45.9636557,-112.5104375
"AMMON, ID",1201 S 25TH E,AMMON,ID,83406,43.41,-111.984
"YUBA CITY, CA",1150 HARTER RD,YUBA CITY,CA,95993,39.144448062015506,-121.6555
"GREENBAY (E), WI",2292 MAIN ST,GREEN BAY,WI,54311,44.4791,-87.9693
"CRESCENT CITY, CA",900 E WASHINGTON BLVD,CRESCENT CITY,CA,95531,41.7727,-124.19449393939395
"AKRON (S), OH",2887 S ARLINGTON RD,AKRON,OH,44312,40.9927077,-81.4888593
"BOWLING GREEN, OH",131 W GYPSY LANE RD,BOWLING GREEN,OH,43402,41.3567,-83.653
"SAN BERNARDINO, CA",4210 EAST HIGHLAND AVENUE,HIGHLAND,CA,92346,34.0413741,-117.1709276
"YUCCA VALLEY, CA",58501 29 PALMS HWY,YUCCA VALLEY,CA,92284,34.0437865,-116.5847579
"COCONUT CREEK, FL",5571 W HILLSBORO BLVD,COCONUT CREEK,FL,33073,26.3182589,-80.2003076
"SANTEE, CA",170 TOWN CENTER PARKWAY,SANTEE,CA,92071,32.842263,-116.9904299
"BELLINGHAM, MA",250 HARTFORD AVE,BELLINGHAM,MA,02019,42.11417667641138,-71.4667865887089
"SALEM (S), OR",5250 COMMERCIAL ST SE,SALEM,OR,97306,44.87902145091291,-123.02813221075377
"MANAHAWKIN, NJ",525 ROUTE 72 W,MANAHAWKIN,NJ,08050,39.7064,-74.2752
"RANCHO CUCAMONGA, CA",12549 FOOTHILL BLVD,RANCHO CUCAMONGA,CA,91739,34.1035636,-117.5313741
"COMSTOCK PARK, MI",3999 ALPINE AVE NW,COMSTOCK PARK,MI,49321,43.0364654,-85.6931071
"PRESQUE ISLE, ME",781 MAIN ST,PRESQUE ISLE,ME,04769,46.697436,-68.0138168
"OSWEGO, NY",341 STATE ROUTE 104,OSWEGO,NY,13126,43.383473256366536,-76.50415792528797
"MACEDONIA, OH",8160 MACEDONIA COMMONS BLVD,MACEDONIA,OH,44056,41.311954,-81.5189774
"FLINT, MI",4313 CORUNNA RD,FLINT,MI,48532,43.0018,-83.77042
"CLOQUET, MN",1308 HIGHWAY 33 S,CLOQUET,MN,55720,46.69840098920863,-92.4571
"PLAISTOW, NH",58 PLAISTOW RD,PLAISTOW,NH,03865,42.8381458,-71.1107711
"RHINELANDER, WI",2121 LINCOLN ST,RHINELANDER,WI,54501,45.6358501,-89.3833058
"ELLSWORTH, ME",17 MYRICK ST,ELLSWORTH,ME,04605,44.5247833,-68.392958
"JOHNSTOWN, PA",150 TOWN CENTRE DR,JOHNSTOWN,PA,15904,40.276902,-78.8453865
"SAULT STE MARIE, MI",3763 I-75 BUSINESS SPUR,SAULT SAINTE MARIE,MI,49783,46.4169,-84.2891
"BEDFORD PARK, IL",7050 S CICERO AVE,BEDFORD PARK,IL,60638,41.7657277,-87.7455361
"BRUNSWICK, ME",15 TIBBETTS DR,BRUNSWICK,ME,04011,43.9066,-69.9092
"EAST GREENBUSH, NY",279 TROY RD,RENSSELAER,NY,12144,42.642916,-73.6997035
"GLENDORA, CA",1950 AUTO CENTER DRIVE,GLENDORA,CA,91740,34.1166577,-117.826863
"HOLLAND, MI",2629 N PARK DR,HOLLAND,MI,49424,42.8064801,-86.0923292
"LINCOLN (N), NE",4700 N 27TH ST,LINCOLN,NE,68521,40.8583331,-96.678423
"OMAK, WA",902 ENGH RD,OMAK,WA,98841,48.4153885,-119.5078058
"WEIRTON, WV",400 THREE SPRINGS DR,WEIRTON,WV,26062,40.3902605,-80.5493935
"FREDONIA, NY",10401 BENNETT RD,FREDONIA,NY,14063,42.4538693,-79.3132556
"AHOSKIE, NC",2150 US 13 SOUTH,AHOSKIE,NC,27910,36.14885862352106,-76.96076616782236
"ONTARIO, OR",1775 E IDAHO AVE,ONTARIO,OR,97914,44.02499257510023,-116.93990925389907
"FRIDLEY, MN",8450 UNIVERSITY AVE NE,FRIDLEY,MN,55432,44.9981735,-93.2639077
"SANFORD, ME",1930 MAIN ST,SANFORD,ME,04073,43.40022736270297,-70.70354963257687
"ROCKFORD, IL",3849 NORTHRIDGE DR,ROCKFORD,IL,61114,42.3160446,-89.034079
BILLINGS MT,2525 KING AVE W,BILLINGS,MT,59102,45.7575688,-108.5800491
"RIO GRANDE CITY, TX",4534 E US HIGHWAY 83,RIO GRANDE CITY,TX,78582,26.368059915491035,-98.79501322065472
WALLKILL (MIDDLETOWN) NY,470 ROUTE 211 E,MIDDLETOWN,NY,10940,41.4465,-74.4787
"ALEXANDRIA, KY",6711 ALEXANDRIA PIKE,ALEXANDRIA,KY,41001,38.98751987303134,-84.40521324868756
"KOKOMO, IN",1920 E MARKLAND AVE,KOKOMO,IN,46901,40.4769,-86.10578947368421
"TURLOCK, CA",2111 FULKERTH RD,TURLOCK,CA,95380,37.5089101,-120.8731351
"WESTERLY, RI",258 POST RD,WESTERLY,RI,02891,41.354085,-71.767254
"COUNCIL BLUFFS, IA",3201 MANAWA CENTRE DR,COUNCIL BLUFFS,IA,51501,41.2272821,-95.8474154
GENESEO NY,4235 VETERAN DR,GENESEO,NY,14454,42.8025166,-77.7883963
"ABERDEEN, MD",645 S PHILADELPHIA BLVD,ABERDEEN,MD,21001,39.495362758620686,-76.18039931034482
"MIDLOTHIAN, VA",900 WALMART WAY,MIDLOTHIAN,VA,23113,37.50458491657262,-77.62855845099503
"HUDSON, MA",280 WASHINGTON ST,HUDSON,MA,01749,42.37239,-71.56219499999999
"ROCHESTER, MN",3400 55TH ST NW,ROCHESTER,MN,55901,44.0795,-92.5139447620177
"JAMESTOWN (LAKEWOOD), NY",350 E FAIRMOUNT AVE,LAKEWOOD,NY,14750,42.098375,-79.29758333333334
"CLAREMONT, NH",14 BOWEN ST,CLAREMONT,NH,03743,43.3757,-72.3291
"BIG FLATS (ELMIRA), NY",1400 COUNTY RD 64,HORSEHEADS,NY,14845,42.2158,-76.8341
"BRICK (OCEAN), NJ",1872 ROUTE 88,BRICK,NJ,08724,40.0862,-74.1108
"PLYMOUTH, IN",2505 N OAK DR,PLYMOUTH,IN,46563,41.6608,-86.3175
"PUTNAM, CT",625 SCHOOL ST,PUTNAM,CT,06260,42.0783612,-72.0488736
"APPLETON, WI",955 MUTUAL WAY,APPLETON,WI,54913,44.26817046979866,-88.4777
"CERES (MODESTO SE), CA",1670 MITCHELL RD,CERES,CA,95307,37.6074561,-120.937449
"NORTH ADAMS, MA",1415 CURRAN MEMORIAL HWY,NORTH ADAMS,MA,01247,42.6985,-73.0843
"LAUREL, MD",3549 RUSSETT GRN,LAUREL,MD,20724,39.0993569,-76.8032297
"NORWALK, OH",340 WESTWIND DR,NORWALK,OH,44857,41.2612,-82.6128
"ROSEVILLE, CA",900 PLEASANT GROVE BLVD,ROSEVILLE,CA,95678,38.7878594,-121.2894974
"LOMPOC, CA",701 W CENTRAL AVE,LOMPOC,CA,93436,34.662389,-120.4651145
"DELAWARE, OH",1760 COLUMBUS PIKE,DELAWARE,OH,43015,40.26803862333878,-83.0703
"BLOOMINGTON, IN",3313 W STATE RD 45,BLOOMINGTON,IN,47403,39.14482695206334,-86.57785951745338
"UPLAND, CA",1540 W FOOTHILL BLVD,UPLAND,CA,91786,34.136501,-117.8894535
"BROCKPORT, NY",6265 BROCKPORT SPENCERPORT RD,BROCKPORT,NY,14420,43.1972358,-77.9283588
"PLATTSBURGH, NY",25 CONSUMER SQ,PLATTSBURGH,NY,12901,44.6925242,-73.4866721
"CHUBBUCK, ID",4240 YELLOWSTONE AVE,CHUBBUCK,ID,83202,42.908865625,-112.4663
"LATHAM (COLONIE), NY",800 LOUDON ROAD,LATHAM,NY,12110,42.7484,-73.7611
CHICAGO SKOKIE TOUHY & ST,3626 TOUHY AVE,SKOKIE,IL,60076,42.0060907,-87.9781878
ANDOVER MN,1851 BUNKER LAKE BLVD NW,ANDOVER,MN,55304,45.2195,-93.31268399999999
"FRESNO, CA (SE)",5125 EAST KINGS CANYON RD,FRESNO,CA,93727,36.7378947,-119.722107
"GILROY, CA",7150 CAMINO ARROYO,GILROY,CA,95020,37.0082228,-121.5512986
"DUBUQUE, IA",4200 DODGE ST,DUBUQUE,IA,52003,42.4874555,-90.7362702
